"business_id","name","full_address","categories","city","state","review_count","neighborhoods"
"NYuWw7DtbAe_CdI9XkFu2A","K & T's Fish and Chicken","4521 Centre Ave
Oakland
Pittsburgh, PA 15213","c(""Soul Food"", ""Fish & Chips"", ""Moroccan"", ""Restaurants"")","Pittsburgh","PA",7,"Oakland"
"HErV4BkgIDW0KKr8Jxrpyw","Vicky's Mexican Restaurant","111 Smitfield St
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",8,"Downtown"
"PoZvN_XDj8Z40Y2TZrDfHw","Grandview Buffet","777 Casino Dr
North Side
Pittsburgh, PA 15212","c(""American (New)"", ""Buffets"", ""Barbeque"", ""Restaurants"")","Pittsburgh","PA",28,"North Side"
"3xtsKiY-vUUa3yWrBhYIqA","Johnny's Diner","1900 Woodville Ave
West End
Pittsburgh, PA 15220","c(""Diners"", ""Restaurants"")","Pittsburgh","PA",6,"West End"
"2PzCVpZN7-xWGGG3a97x0g","Mattiniero","222 5th Ave
Downtown
Pittsburgh, PA 15222","c(""Delis"", ""Restaurants"")","Pittsburgh","PA",5,"Downtown"
"eqPbwvWHxFB4CnqN7eoopQ","My Big Fat Greek Gyro","431 Market St
Downtown
Pittsburgh, PA 15222","c(""Greek"", ""Restaurants"")","Pittsburgh","PA",23,"Downtown"
"g4cydNKVT-W3WCu4A67y1w","The Golden Palace Buffet","647 Smithfield St
Downtown
Pittsburgh, PA 15222","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",3,"Downtown"
"5NcgSVx0fJFYManZSJyRQA","Vallozzi's Pittsburgh","220 5th Ave
Downtown
Pittsburgh, PA 15222","c(""Wine Bars"", ""Bars"", ""Restaurants"", ""Nightlife"", ""Italian"")","Pittsburgh","PA",32,"Downtown"
"b7XXKWkkNd7iaW8eBUAKYQ","Deli On North Avenue","4 E North Ave
North Side
Pittsburgh, PA 15212","c(""Food"", ""Delis"", ""Restaurants"")","Pittsburgh","PA",6,"North Side"
"yuJB3PLktByh4OpwrSD7-w","One 10 Lounge","110 Smithfield St
Downtown
Pittsburgh, PA 15222","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Lounges"", ""Restaurants"")","Pittsburgh","PA",5,"Downtown"
"Xvn0UMXaqa2kuawwVqSJnA","Braddock's Street Side Grill","Renaissance Pittsburgh Hotel
107 6th St
Downtown
Pittsburgh, PA 15222","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",6,"Downtown"
"LPZQWQxGkq5YQs51gA4VBg","The Great American Grill","The Hilton Garden Inn
3454 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",3,"Oakland"
"Nui7Cnhrhrm4Ar2rcSHbIA","Industry Public House","4305 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Bars"", ""American (New)"", ""Cocktail Bars"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",211,"Lawrenceville"
"IdPWiMJnUNa7DksA-Vg-Dg","Indo: Asian Fusion","957 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Asian Fusion"", ""Restaurants"")","Pittsburgh","PA",6,"Downtown"
"jgc_K9MEC-a_oXdy1frvKg","Aladdin's Eatery","929 Freeport Rd
Pittsburgh, PA 15240","c(""Mediterranean"", ""Vegetarian"", ""Middle Eastern"", ""Restaurants"")","Pittsburgh","PA",30,"character(0)"
"eZN1rBpqvr_JfDz_ovmGng","Winghart's Burger & Whiskey Bar","1505 E Carson St
South Side
Pittsburgh, PA 15203","c(""Burgers"", ""Bars"", ""Pizza"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",80,"South Side"
"bET5TzrC4mpYTg398BmH2g","Pittsburgh Grill and Sports Bar","381 N Shore Dr
North Side
Pittsburgh, PA 15212","c(""Burgers"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",19,"North Side"
"JKyWiuPDVJS4hUx-EPAXAA","Sienna Sulla Piazza","22 Market Sq
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",93,"Downtown"
"ZhFdqX3J52c9WQtlDmdzAA","Little Caesars Pizza","5430 Centre Ave
Shadyside
Pittsburgh, PA 15232","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",4,"Shadyside"
"h38B6D2yfytGJGR1UEqT8Q","China Buffet King","2249 Noblestown Rd
West End
Pittsburgh, PA 15205","c(""Buffets"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",11,"West End"
"imANc2oROD976RWUM2owLw","Katana","3229 W Liberty Ave
Dormont
Pittsburgh, PA 15216","c(""Sushi Bars"", ""Japanese"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",68,"Dormont"
"HfXThpI2hvTYE1ajYvozaA","City Oven","336 4th Ave
Pittsburgh, PA 15222","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",7,"character(0)"
"1jl3G4VZjkEVboD7cUZ0gQ","Walnut Grill","660 Washington Rd
Pittsburgh, PA 15228","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",47,"character(0)"
"HCVht5j_wW17QxlKewYmxw","Chick-fil-A","1620 Washington Rd
Pittsburgh, PA 15241","c(""Fast Food"", ""Restaurants"")","Pittsburgh","PA",8,"character(0)"
"0FmWly56nUTg60-b5k0gTQ","Bluebird Kitchen","221 Forbes Ave
Downtown
Pittsburgh, PA 15222","c(""Breakfast & Brunch"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",96,"Downtown"
"XHTsgW1ViMHMyIVcuQ7B4A","Cips Sports Bar","3023 W  Liberty Ave
Dormont
Pittsburgh, PA 15216","c(""Nightlife"", ""Bars"", ""American (Traditional)"", ""Sports Bars"", ""Restaurants"")","Pittsburgh","PA",5,"Dormont"
"3ZepumtXvVkoHsNOWqF4iA","Chipotle Mexican Grill","1614 Cochran Rd
Pittsburgh, PA 15216","c(""Fast Food"", ""Mexican"", ""Restaurants"")","Pittsburgh","PA",11,"character(0)"
"6rFVdqC74mPnkDmlSUOADg","Yovi's","477 Graeme St Market Sq
Downtown
Pittsburgh, PA 15222","c(""Hot Dogs"", ""Fast Food"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",9,"Downtown"
"3X2vdOhvoCuyrpEsPxfzzg","Silvi's Southside Kitchen","2212 E Carson St
South Side
Pittsburgh, PA 15203","c(""American (New)"", ""Mexican"", ""Restaurants"")","Pittsburgh","PA",4,"South Side"
"GYyf9Fprhvsu4aA34YSCsQ","Up Modern Kitchen","5500 Walnut St
Shadyside
Pittsburgh, PA 15232","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",56,"Shadyside"
"NtV0tKJB-NzkJ3l4aYzSVg","Italian Village Pizza","979 Freeport Rd
Pittsburgh, PA 15238","c(""Italian"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",7,"character(0)"
"81z_FvKvJ7YFfuP8WN7RnQ","Las Palmas","326 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",70,"Oakland"
"xlYVxFtTh_YKfxkhkgW5Vg","Arcade Bakery & Cafe","400 Fifth Ave
Downtown
Pittsburgh, PA 15222","c(""Bakeries"", ""Food"", ""Cafes"", ""Restaurants"")","Pittsburgh","PA",6,"Downtown"
"r3hyYcAUeZ3--61GS1AMPQ","Osteria 100","100 Wood St
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",8,"Downtown"
"LeH41wGWX-yU_exf1sJa-g","Vincenzos Pizza & Pasta","1689 McFarland Rd
Pittsburgh, PA 15216","c(""Restaurants"", ""Pizza"", ""Italian"")","Pittsburgh","PA",7,"character(0)"
"RqkQlhbDR_4Q19HtRy2UHw","Curry On Murray","2121 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",60,"Squirrel Hill"
"U5oM7F_XUWMiTqto7tcPVw","Ginza","4734 Liberty Ave
Bloomfield
Pittsburgh, PA 15224","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",56,"Bloomfield"
"AtJzxpkKh3VMTqmkHhy0Lw","Hello Bistro","3605 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",88,"Oakland"
"wswNsVmiM5O8ngeq60kV5A","Asian Cafe","701 Cooke Dr
Pittsburgh, PA 15234","c(""Thai"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",10,"character(0)"
"BCz6yqIyPu5YkCH8sfkx3Q","Emilia Romagna","108 19th St
Strip District
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",8,"Strip District"
"nukg1Rk89Y2slg5n8r7hOQ","Primanti Bros","1539 Washington Rd
Pittsburgh, PA 15228","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",38,"character(0)"
"5zqhwC-VGm9S36loa_p7-w","The Diamond Pizza","101 Federal St
North Side
Pittsburgh, PA 15212","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",3,"North Side"
"2tXpqXexE-rn2iDRutiBXQ","Quaker Steak & Lube","115 Federal St
North Side
Pittsburgh, PA 15212","c(""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",4,"North Side"
"M3S-60mOy2cCIwRBSo3Qrw","Angelina's Pizzeria","3263 W Liberty Ave
Dormont
Pittsburgh, PA 15216","c(""Italian"", ""Pizza"", ""Mediterranean"", ""Restaurants"")","Pittsburgh","PA",3,"Dormont"
"KdyzsUzDlnvhioJ0e0OrcA","Taco Bell","1000-1004 Ridge Ave
North Side
Pittsburgh, PA 15202","c(""Fast Food"", ""Mexican"", ""Restaurants"")","Pittsburgh","PA",6,"North Side"
"Dra-diHsNo-c-LzOpIwY8g","Marty's Market","2301 Smallman St
Strip District
Pittsburgh, PA 15222","c(""Food"", ""Breakfast & Brunch"", ""Grocery"", ""Butcher"", ""Restaurants"")","Pittsburgh","PA",76,"Strip District"
"4mNRylz5SZZ-dhJOLmfkBg","Roman Bistro","2104 Ardmore Blvd
Pittsburgh, PA 15221","Restaurants","Pittsburgh","PA",39,"character(0)"
"g-sizDI5AvXJ0W94VVyuqA","Bridge Ten Brasserie","20 S 10th St
South Side
Pittsburgh, PA 15203","c(""French"", ""Restaurants"")","Pittsburgh","PA",28,"South Side"
"ds6xjxHW9aJpYXA44DacZQ","Duke's Rib House and Grille","1910 Cochran Rd
Manor Oak Plaza
Pittsburgh, PA 15216","c(""American (Traditional)"", ""Barbeque"", ""Restaurants"")","Pittsburgh","PA",9,"character(0)"
"fNrQg2ORp4zj5gC75dwlWg","KELLY O's Diner","2400 Smallman St
Strip District
Pittsburgh, PA 15222","c(""Breakfast & Brunch"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",43,"Strip District"
"ARaVjaEsdxv02zyTxL5shw","Perlé","25 Market Square
Downtown
Pittsburgh, PA 15222","c(""Bars"", ""Tapas Bars"", ""Nightlife"", ""Lounges"", ""Champagne Bars"", ""Restaurants"")","Pittsburgh","PA",24,"Downtown"
"Yj1EJ_HDLtw7wLcdpmaY9w","Luke Wholey's Wild Alaskan Grille","2106 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Seafood"", ""Restaurants"")","Pittsburgh","PA",134,"Strip District"
"0QkkNagJaWllynycTF-fRQ","Steel Cactus","5505 Walnut St
Shadyside
Pittsburgh, PA 15232","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",121,"Shadyside"
"n1n3o-hv5JsBkvZRtJPZKA","City Cafe","951 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Food"", ""Breakfast & Brunch"", ""Coffee & Tea"", ""Vegetarian"", ""Restaurants"")","Pittsburgh","PA",40,"Downtown"
"pZksQ5zencbsXZTqP7OTkg","Panera Bread","136 Bakery Square Blvd
Larimer
Pittsburgh, PA 15206","c(""Soup"", ""Sandwiches"", ""Salad"", ""Restaurants"")","Pittsburgh","PA",14,"Larimer"
"YULg9VKAVrQIxw3qBG8PoQ","Eat'n Park Restaurant","849 Freeport Rd
Pittsburgh, PA 15238","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",9,"character(0)"
"w76Ekjp9CY6cQ6Lamh9fSw","Sushi Fuku","120 Oakland Ave
Oakland
Pittsburgh, PA 15213","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",57,"Oakland"
"J439P_mDAosvQb59liLkLA","Lola Bistro","1100 Galveston Ave
North Side
Pittsburgh, PA 15233","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",18,"North Side"
"Ji36lSoDqks-4sEr6wn1jg","Crust! Cafe and Pizzeria","509 Painters Run Rd
Pittsburgh, PA 15228","c(""Pizza"", ""Sandwiches"", ""Salad"", ""Restaurants"")","Pittsburgh","PA",12,"character(0)"
"cyDDwKfTjeJn4pqFE5s-vQ","Miss Saigon 88 Cafe","258 N Craig St
Oakland
Pittsburgh, PA 15213","c(""Asian Fusion"", ""Restaurants"")","Pittsburgh","PA",21,"Oakland"
"tIP3NiriiAj17QYCuav5-Q","Misaki","860 Saw Mill Run Blvd
Bon Air
Pittsburgh, PA 15226","c(""Seafood"", ""Buffets"", ""Restaurants"")","Pittsburgh","PA",37,"Bon Air"
"PmGgA12IFDwedPDAjesx3Q","STACK'D Burgers & Beer","728 Copeland St
Shadyside
Pittsburgh, PA 15232","c(""Bars"", ""American (Traditional)"", ""Pubs"", ""Burgers"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",77,"Shadyside"
"GiI6H2Z76lxlr7hnqbhFtw","Sandpresso","1125 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Food"", ""Coffee & Tea"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",5,"Strip District"
"7ZwHZq29K5mXyH5tqyPJ5w","Fukuda","4770 Liberty Ave
Fl 1
Bloomfield
Pittsburgh, PA 15224","c(""Japanese"", ""Restaurants"")","Pittsburgh","PA",57,"Bloomfield"
"dGpmXpNSvVSnfB65UwfDtQ","Stone Neapolitan Pizzeria","300 Liberty Ave
Ste 100
Downtown
Pittsburgh, PA 15222","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",69,"Downtown"
"CovCgffklC_E0b2QHZ-gWw","Chakh Le India","4341-4379 Bigelow Blvd
Oakland
Pittsburgh, PA 15213","c(""Food"", ""Indian"", ""Food Trucks"", ""Restaurants"")","Pittsburgh","PA",7,"Oakland"
"pkVdp5NxNv_axHKGt0psRw","Hanni's Place","1230 Grove Rd
Pittsburgh, PA 15234","c(""American (Traditional)"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",7,"character(0)"
"ihUWFwY0r3ApW5aZ4Aqf9Q","Noodlehead","242 S Highland Ave
Shadyside
Pittsburgh, PA 15206","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",264,"Shadyside"
"htwLFap6Oe-k-Gj2xTnjiA","Thai Cottage","Regent Square
1109 S Braddock Ave
Pittsburgh, PA 15218","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",35,"character(0)"
"_-1EgXrkOlKajCsmasuEgg","Village Tavern and Trattoria","424 S Main St
West End
Pittsburgh, PA 15220","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",5,"West End"
"so0cUMK8I8d88F7uhBqaFA","Frederick's Soul Food","633 Smithfield St
Downtown
Pittsburgh, PA 15222","c(""Soul Food"", ""Restaurants"")","Pittsburgh","PA",4,"Downtown"
"PZAQwvTRnVtqbaC8tZMx6w","Cinco","1600 Painters Run Rd
Pittsburgh, PA 15243","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",39,"character(0)"
"EBrwIYYtBdGQ5X3zuvM1qg","BRGR Truck","451-499 4th Ave
Downtown
Pittsburgh, PA 15219","c(""Food"", ""Burgers"", ""Food Trucks"", ""Restaurants"")","Pittsburgh","PA",8,"Downtown"
"z9H1at5bT5FKfPUR6LPo5Q","Benjamins Western Avenue Burger Bar","900 Western Ave
North Side
Pittsburgh, PA 15233","c(""Burgers"", ""Gastropubs"", ""Restaurants"")","Pittsburgh","PA",75,"North Side"
"rkZ4SwfRFliatpoMsb1-Xg","Park Pizza & Cream","7600 Forbes Ave
Regent Square
Pittsburgh, PA 15221","c(""Food"", ""Ice Cream & Frozen Yogurt"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",14,"Regent Square"
"aXR5-C3zCnXGYhDC3pFuiQ","Mint Hookah Bar & Lounge","416 Semple St
Oakland
Pittsburgh, PA 15213","c(""Bars"", ""Cafes"", ""Nightlife"", ""Lounges"", ""Hookah Bars"", ""Restaurants"")","Pittsburgh","PA",6,"Oakland"
"lqvE9OXtOdtbB_m55U5kGg","El Burro","1108 Federal St
North Side
Pittsburgh, PA 15212","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",57,"North Side"
"cjniLFVWyRh0QO9v5Ach7w","Panera Bread","942 Freeport Road
Pittsburgh, PA 15238","c(""Soup"", ""Sandwiches"", ""Salad"", ""Restaurants"")","Pittsburgh","PA",11,"character(0)"
"2Ol5IT7nu5WBm0ldD-ERKA","Kevin's Deli","101 N Dithridge St
Oakland
Pittsburgh, PA 15213","c(""Delis"", ""Restaurants"")","Pittsburgh","PA",11,"Oakland"
"Ilq3WhAZbOxVjHD2XZtgPg","Melange Bistro Bar","136 6th St
Downtown
Pittsburgh, PA 15222","c(""Bars"", ""Burgers"", ""Nightlife"", ""Lounges"", ""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",4,"Downtown"
"Nw1oIVVkiU5jU3dvrDqGyw","Edgar's Authentic Mexican","2760 Saw Mill Run Blvd
Pittsburgh, PA 15227","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",10,"character(0)"
"QPGMu7wXOciTRQVwklPoLA","Tootie's Famous Italian Beef","93 S 16th St
South Side
Pittsburgh, PA 15203","c(""American (Traditional)"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",36,"South Side"
"YRZZo8vhXqRAVVZI-nrnYA","Pittsburgh Grille","600 Grant St
Downtown
Pittsburgh, PA 15219","c(""American (Traditional)"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",10,"Downtown"
"xNFGQGDWjTQyxAxGnFH4tg","La Palapa","Pittsburgh Public Market
2100 Smallman St
Strip District
Pittsburgh, PA 15203","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",5,"Strip District"
"j9wGRZESnopncpVQKQx9ww","Popeyes","107 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Fast Food"", ""Restaurants"")","Pittsburgh","PA",4,"Oakland"
"n3NNzOtqIMmd5R19lubgiA","Bob's Sub","215 Smithfield St
Downtown
Pittsburgh, PA 15222","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",11,"Downtown"
"MTkMEChzh9AS3iI8sTm9TQ","Pittsburgh Pizza Grill","918 Main St
Sharpsburg
Pittsburgh, PA 15215","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",4,"Sharpsburg"
"8rztpAGPJA9fgFwP25RP7A","Waffles Incaffeinated","2517 E Carson St
South Side
Pittsburgh, PA 15203","c(""Breakfast & Brunch"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",140,"South Side"
"clvKNlfy-rzqiXlSjibv8g","Butterjoint","214 N Craig St
Oakland
Pittsburgh, PA 15213","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",76,"Oakland"
"fzXMAz-uYjdLhxWYABo_8Q","Ramen Bar","5860 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Ramen"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",112,"Squirrel Hill"
"maaIrKQPQIcxKLDIShP0dQ","Sal's City Deli","245 7th St
Downtown
Pittsburgh, PA 15222","c(""Delis"", ""Restaurants"")","Pittsburgh","PA",30,"Downtown"
"U3FZfxY-g6SgQf5ZT6oU0Q","BZ's Bar and Grill","140 Federal St
North Side
Pittsburgh, PA 15212","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",53,"North Side"
"yKIo8_tja6-vEYEzsPsdRQ","Hunan Bar","239 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Szechuan"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",20,"Oakland"
"MLwZB6mXpzfFyENYLAnG0A","Roxanne's Take-Out  & Catering","4124 Main St
Bloomfield
Pittsburgh, PA 15224","c(""Soul Food"", ""Seafood"", ""Southern"", ""Restaurants"")","Pittsburgh","PA",3,"Bloomfield"
"xk0Xss6LmF2Pxks0K2jrhQ","Tan Lac Vien","2114 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Vegetarian"", ""Vietnamese"", ""Restaurants"")","Pittsburgh","PA",93,"Squirrel Hill"
"JrdoWznKY-OFmwCkv75P_A","Nicky's Thai Kitchen","903 Penn Ave
Downtown
Pittsburgh, PA 15222","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",166,"Downtown"
"qCt0n6_JHHdiNCmSu4xoDA","AJ's Inca Peruvian Restaurant","500 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Peruvian"", ""Restaurants"")","Pittsburgh","PA",10,"Downtown"
"Ls6GT_UCd5azhp0gW2hZTg","Micro Diner","221 Shiloh St
Mt. Washington
Pittsburgh, PA 15211","c(""Breakfast & Brunch"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",27,"Mt. Washington"
"V_qDmDGc1M8dHcvciIIz6w","Pittsburgh Restaurant Week","Allegheny Commons W
700 Arch St
North Side
Pittsburgh, PA 15212","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",3,"North Side"
"lzoHy4zrJ_avbJGO5HMOUQ","Casa Rasta","2056 Broadway Ave
Beechview
Pittsburgh, PA 15216","c(""Mexican"", ""Caribbean"", ""Restaurants"")","Pittsburgh","PA",80,"Beechview"
"e7YYS_1rMdcnZwgxPsEe3w","Eco Bistro","116 Allegheny Ctr
North Side
Pittsburgh, PA 15212","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",5,"North Side"
"a5t_OgKm0Q4kEDZ3wTekfg","The Grateful Deli & Catering Company","4065 Penn Ave
Bloomfield
Pittsburgh, PA 15224","c(""Food"", ""Food Delivery Services"", ""American (New)"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",6,"Bloomfield"
"F5Cprqitghoo2RaZBKdlxg","Cop Out Pierogies","350 Butler St
Etna
Pittsburgh, PA 15223","c(""Polish"", ""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",20,"Etna"
"inngNun5R62Hq2J_5sJhDw","Craftwork Kitchen","USX Tower
600 Grant St
Downtown
Pittsburgh, PA 15219","c(""Food Court"", ""Restaurants"")","Pittsburgh","PA",9,"Downtown"
"xZiIUCZ-NMmkxgYb_NbDrg","Kebab Factory","121 Oakland Ave
Oakland
Pittsburgh, PA 15213","c(""Greek"", ""Mediterranean"", ""Restaurants"")","Pittsburgh","PA",35,"Oakland"
"rcCGdKxMPJk4lCzZZ1i_bA","Gaucho Parrilla Argentina","1607 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Latin American"", ""Restaurants"")","Pittsburgh","PA",286,"Strip District"
"1Gu4Ei5MRllLM4y18CB3sg","Thin Man Sandwich Shop","50 21st St
Strip District
Pittsburgh, PA 15222","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",61,"Strip District"
"4PvhZdmpkPy8fjzWMSY6jw","Rose Tea Cafe","412 S Craig St
Oakland
Pittsburgh, PA 15213","c(""Food"", ""Bubble Tea"", ""Taiwanese"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",28,"Oakland"
"LIqvpWPPnBqZYXPC6nro3A","Isis Cafe","815 Brookline Blvd
Brookline
Pittsburgh, PA 15226","c(""Egyptian"", ""Middle Eastern"", ""Restaurants"")","Pittsburgh","PA",7,"Brookline"
"IqikZH9lalTFba-ShCCybw","Azure Cafe & Grill","565 Lincoln Ave
Bellevue
Pittsburgh, PA 15202","c(""Middle Eastern"", ""Egyptian"", ""Mediterranean"", ""Cafes"", ""Restaurants"")","Pittsburgh","PA",4,"Bellevue"
"JFBg0EvHlRdyWWhe9Agl0g","Coach's Bottleshop & Grille","3105 Banksville Rd
Banksville
Pittsburgh, PA 15216","c(""Burgers"", ""Cafes"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",13,"Banksville"
"EKHY6QnNVcSV8URkDzukHA","Chen's Wok","825 Wood St
Pittsburgh, PA 15221","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",3,"character(0)"
"pKtQpYA8kw-gKJzfPruEHw","Vocelli Pizza","4500 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Italian"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",6,"Lawrenceville"
"RjavzMXChoFWdsIZnfs5YQ","Everyday Noodles","5875 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",219,"Squirrel Hill"
"FoA6_OQR-r-ruoEEBw9sjw","IVP Bar & Grill","2126 E Carson St
South Side
Pittsburgh, PA 15203","c(""Bars"", ""Pizza"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",8,"South Side"
"NYwMTKUPCojSbzAucMCc1Q","Hello Bistro","1922 E Carson St
South Side
Pittsburgh, PA 15203","c(""Burgers"", ""Cafes"", ""Salad"", ""Restaurants"")","Pittsburgh","PA",27,"South Side"
"QBdX_ziDIyshttyAxDnskw","Il Pizzaiolo","8 Market Sq
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",82,"Downtown"
"ek4oL7RAsh55jjj5mqUcQw","Dobra Tea","1937 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Food"", ""Tea Rooms"", ""Coffee & Tea"", ""Vegetarian"", ""Restaurants"")","Pittsburgh","PA",40,"Squirrel Hill"
"Mfr6NLYVRC_lom-oU3ehQw","notion","128 S Highland Ave
East Liberty
Pittsburgh, PA 15206","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",36,"East Liberty"
"mGoHakt3WsXA-dVC-9g33g","Tender Bar & Kitchen","4300 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Bars"", ""American (New)"", ""Cocktail Bars"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",109,"Lawrenceville"
"WtVCz41UwY93oLCBI8mPBQ","Salud","4517 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Cuban"", ""Restaurants"")","Pittsburgh","PA",37,"Lawrenceville"
"AK5vEe8X2Ynoivau1B3RlA","Apsara Cafe","1703 E Carson St
South Side
Pittsburgh, PA 15203","c(""Thai"", ""Cafes"", ""Restaurants"")","Pittsburgh","PA",31,"South Side"
"-4bNlx03GsXzgkHZwTrMaw","Redbeard's On Sixth","6th St
Downtown
Pittsburgh, PA 15222","c(""Bars"", ""American (Traditional)"", ""Pubs"", ""Nightlife"", ""Sports Bars"", ""Restaurants"")","Pittsburgh","PA",41,"Downtown"
"tpVbmgtUwjX1X2s_-1Fwng","51 Wings and Things","4022 Saw Mill Run Blvd
Pittsburgh, PA 15227","c(""Burgers"", ""Cheesesteaks"", ""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",20,"character(0)"
"Lu33OuE6z-H721Nj72n6ww","Muscle Maker Grill","2767 E Carson St
South Side
Pittsburgh, PA 15203","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",14,"South Side"
